Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Ladakh,Only_State
27-Jan-21,27-01-2021,Confirmed,11556,0,111,3,17,86,40,439,1,0,96,53,353,87,39,77,70,428,5659,0,185,2171,4,1,3,2,138,24,188,134,1,512,147,0,168,85,234,0,
28-Jan-21,28-01-2021,Confirmed,18912,0,117,3,29,134,36,6451,0,0,199,85,346,97,60,63,62,550,5771,0,226,2889,15,8,3,1,113,39,200,85,5,503,186,0,248,82,289,0,
29-Jan-21,29-01-2021,Confirmed,13054,0,125,0,20,121,27,370,1,0,249,78,335,107,44,76,45,468,6268,1,171,2771,15,4,1,4,70,31,254,103,1,509,197,2,213,78,286,0,
30-Jan-21,30-01-2021,Confirmed,13073,0,129,1,29,123,17,413,0,0,183,93,323,97,94,76,49,464,6282,9,219,2630,15,8,3,2,108,43,224,104,3,505,186,2,242,82,310,0,
31-Jan-21,31-01-2021,Confirmed,11527,0,116,0,21,116,26,265,0,0,140,53,316,92,42,57,41,522,5266,8,226,2585,16,3,6,4,114,21,192,95,2,508,163,0,220,61,229,0,
01-Feb-21,01-02-2021,Confirmed,8579,0,64,0,13,75,32,322,0,0,121,60,298,92,25,44,42,388,3459,12,151,1948,4,0,0,5,79,28,194,96,1,502,118,1,171,51,179,0,
02-Feb-21,02-02-2021,Confirmed,11001,0,104,1,7,118,22,330,0,0,114,106,285,78,26,44,59,395,5716,20,168,1927,5,4,1,2,60,27,204,87,5,510,152,0,172,47,203,0,
03-Feb-21,03-02-2021,Confirmed,12925,0,95,0,14,92,36,351,0,0,150,63,283,69,59,65,46,426,6356,3,258,2992,9,6,3,16,71,23,187,92,2,514,185,0,195,54,201,0,
04-Feb-21,04-02-2021,Confirmed,12401,0,79,0,11,64,21,373,0,0,158,79,275,73,47,60,58,474,6102,4,166,2736,13,20,0,4,87,39,196,139,5,494,177,0,133,103,206,0,
05-Feb-21,05-02-2021,Confirmed,11711,3,97,0,7,90,24,336,0,0,154,56,267,84,71,66,41,430,5610,15,162,2628,9,27,4,5,97,50,199,116,2,489,169,1,158,47,194,0,
06-Feb-21,06-02-2021,Confirmed,12069,3,75,1,9,88,0,260,0,0,123,65,252,71,87,65,41,531,5942,10,197,2768,7,24,1,22,82,35,183,97,3,477,161,0,144,47,197,0,
07-Feb-21,07-02-2021,Confirmed,11786,1,73,0,8,53,47,186,0,0,119,42,244,67,45,59,38,487,6075,2,184,2673,9,40,1,10,72,22,207,75,2,471,150,0,113,15,193,0,
08-Feb-21,08-02-2021,Confirmed,8715,4,62,1,19,56,26,265,0,0,125,57,232,76,29,43,38,328,3742,1,193,2216,4,1,1,2,72,26,192,101,0,464,101,0,70,43,119,0,
09-Feb-21,09-02-2021,Confirmed,10731,2,70,0,27,92,21,206,0,0,100,59,234,93,68,55,61,366,5214,12,167,2515,7,7,3,6,105,35,185,90,0,469,149,1,107,54,146,0,
10-Feb-21,10-02-2021,Confirmed,12539,0,50,0,11,64,17,222,0,0,127,72,255,77,83,45,45,415,5980,15,141,3451,11,31,2,2,92,19,229,107,1,479,157,0,121,35,179,0,
11-Feb-21,11-02-2021,Confirmed,9353,0,87,1,10,57,13,254,0,0,142,45,285,106,36,65,45,430,5281,6,169,652,7,7,2,7,95,25,306,111,2,481,146,0,215,48,217,0,
12-Feb-21,12-02-2021,Confirmed,12137,0,68,0,8,78,19,229,2,0,141,39,268,104,30,91,36,380,5397,1,161,3670,11,1,1,1,58,19,246,108,3,483,143,0,103,49,188,0,
13-Feb-21,13-02-2021,Confirmed,12198,2,54,0,3,44,17,229,0,0,126,41,279,82,59,60,41,419,5471,36,194,3611,17,5,1,7,59,24,260,110,0,477,151,0,88,44,185,0,
14-Feb-21,14-02-2021,Confirmed,11706,0,55,0,5,51,18,169,0,0,150,42,247,77,21,73,41,414,4612,9,223,4092,13,5,0,6,73,8,234,103,2,470,146,0,101,54,190,0,
15-Feb-21,15-02-2021,Confirmed,9086,0,30,1,11,44,26,274,0,0,141,40,249,108,21,64,38,368,2884,1,203,3365,8,0,0,0,88,20,222,82,0,455,99,0,58,47,133,0,
16-Feb-21,16-02-2021,Confirmed,11592,4,60,0,5,56,29,250,0,0,94,48,263,86,19,58,32,438,4937,17,233,3663,9,2,3,1,60,20,247,60,3,451,129,0,105,53,151,0,
17-Feb-21,17-02-2021,Confirmed,12862,1,51,0,21,38,29,311,2,0,134,46,278,82,34,84,45,378,4892,10,251,4787,10,1,1,0,75,18,341,101,0,454,148,2,57,44,133,0,
18-Feb-21,18-02-2021,Confirmed,13237,0,67,3,14,63,30,276,0,0,130,52,263,83,16,87,38,406,4584,2,241,5427,2,1,3,1,63,20,268,104,5,457,163,2,143,41,181,0,
19-Feb-21,19-02-2021,Confirmed,13916,0,79,0,23,67,19,259,0,0,158,45,266,93,32,81,51,386,4505,9,297,6112,5,5,6,0,53,14,383,93,1,448,165,0,39,26,194,0,
20-Feb-21,20-02-2021,Confirmed,13919,0,54,0,16,57,26,263,0,0,152,57,258,111,22,68,37,490,4650,5,257,6281,3,1,2,0,65,29,352,98,1,438,157,35,114,-374,193,0,
21-Feb-21,21-02-2021,Confirmed,14278,0,88,0,9,94,28,153,0,0,145,39,283,121,19,84,31,413,4070,3,299,6971,4,0,2,1,58,23,348,82,4,452,163,0,79,30,182,0,
22-Feb-21,22-02-2021,Confirmed,10494,1,41,0,14,84,38,274,0,0,128,29,315,106,18,58,41,317,2212,15,294,5210,3,2,0,0,69,8,388,83,0,449,114,2,0,32,148,0,
23-Feb-21,23-02-2021,Confirmed,13682,1,70,0,21,59,37,274,0,0,145,57,348,131,20,94,50,383,4034,21,246,6218,3,1,1,0,62,28,414,76,0,442,0,4,190,54,189,0,
24-Feb-21,24-02-2021,Confirmed,16930,0,94,0,27,54,41,247,2,0,200,52,380,130,34,74,32,334,4106,6,346,8807,7,3,3,0,68,28,558,99,0,463,345,2,128,47,202,0,
25-Feb-21,25-02-2021,Confirmed,16599,0,82,0,30,61,49,220,1,0,220,71,424,166,42,108,76,453,3677,9,368,8702,3,3,0,6,89,21,563,128,1,467,207,0,129,17,199,0,
26-Feb-21,26-02-2021,Confirmed,16562,1,96,0,34,46,69,279,1,0,256,100,460,148,44,85,68,571,3671,2,332,8333,7,0,6,0,94,20,622,149,2,481,189,7,118,53,216,0,
27-Feb-21,27-02-2021,Confirmed,16805,1,118,0,9,45,60,240,0,0,243,61,451,199,55,97,42,523,3792,26,390,8623,11,0,3,1,86,20,593,102,2,486,178,0,77,59,210,0,
28-Feb-21,28-02-2021,Confirmed,15614,2,117,0,10,25,51,141,0,0,197,54,407,174,47,58,44,521,3254,23,363,8293,2,1,1,1,87,8,579,156,8,479,176,0,100,43,192,0,
01-Mar-21,01-03-2021,Confirmed,12270,0,58,1,33,22,69,256,0,0,175,40,427,166,132,63,37,349,1938,15,336,6397,1,1,0,0,86,9,633,119,0,474,116,10,81,27,198,0,
02-Mar-21,02-03-2021,Confirmed,14998,0,106,1,15,41,67,216,2,0,217,47,454,175,23,85,51,437,2938,10,331,7863,8,3,3,0,74,29,729,102,2,462,163,0,103,70,171,0,
03-Mar-21,03-03-2021,Confirmed,17425,2,135,0,8,31,56,267,0,0,240,70,475,240,77,104,31,528,2765,7,417,9855,1,0,1,5,97,14,772,215,3,489,168,3,77,45,225,0,
04-Mar-21,04-03-2021,Confirmed,16824,2,102,0,20,40,78,235,0,0,261,69,480,294,65,79,61,571,2616,12,440,8998,0,0,0,5,81,17,1071,156,4,482,152,2,119,100,209,0,
05-Mar-21,05-03-2021,Confirmed,18324,0,124,1,29,38,76,274,0,0,312,79,515,233,72,81,44,677,2776,43,457,10216,3,2,1,0,91,30,808,195,3,543,166,0,127,51,255,0,
06-Mar-21,06-03-2021,Confirmed,18724,0,115,0,7,22,122,290,2,0,321,70,571,323,45,79,44,580,2791,5,467,10187,2,0,0,1,54,19,1159,233,10,562,170,2,130,78,259,0,
07-Mar-21,07-03-2021,Confirmed,18650,0,136,0,19,30,80,222,9,0,286,48,575,305,59,112,42,622,2100,13,429,11141,3,4,0,6,70,25,1043,176,7,567,158,0,115,59,188,0,
08-Mar-21,08-03-2021,Confirmed,15353,2,74,0,14,21,79,320,5,0,239,54,555,231,79,70,53,436,1412,8,427,8744,5,1,0,0,59,14,1229,179,0,556,111,0,101,58,215,0,
09-Mar-21,09-03-2021,Confirmed,17873,2,118,0,22,41,105,390,0,0,320,75,581,336,42,77,62,590,2316,15,457,9927,2,4,4,0,57,26,1027,179,1,569,142,0,147,49,188,0,
10-Mar-21,10-03-2021,Confirmed,22851,0,120,1,22,44,87,456,3,0,370,69,675,359,108,97,62,760,2475,15,516,13659,7,6,2,0,69,24,1393,188,3,671,189,0,121,36,241,0,
11-Mar-21,11-03-2021,Confirmed,23298,0,174,0,19,45,108,378,0,0,409,69,710,442,92,75,31,783,2133,45,530,14317,4,2,0,0,63,22,1305,203,1,685,194,1,143,69,244,0,
12-Mar-21,12-03-2021,Confirmed,24845,1,210,0,21,28,135,447,4,0,431,82,715,385,88,73,57,833,1780,18,603,15817,1,1,1,4,64,30,1408,237,4,670,181,0,167,66,277,0,
13-Mar-21,13-03-2021,Confirmed,25154,1,175,0,14,38,144,543,4,0,419,93,775,424,70,99,43,921,2035,16,675,15602,1,6,0,4,65,31,1510,201,1,695,216,2,0,54,276,0,
14-Mar-21,14-03-2021,Confirmed,26513,1,298,0,17,50,120,475,3,0,407,66,810,440,78,105,61,934,1792,1,743,16620,2,5,1,0,71,15,1492,250,0,759,228,2,332,52,283,0,
15-Mar-21,15-03-2021,Confirmed,24437,0,147,0,20,26,148,645,2,0,368,89,890,420,75,94,67,932,1054,2,797,15051,0,0,1,0,66,14,1818,251,0,836,157,0,151,60,251,0,
16-Mar-21,16-03-2021,Confirmed,28869,1,261,1,22,49,147,856,5,0,425,94,954,523,119,97,76,1135,1970,19,817,17864,2,3,2,0,65,24,1463,241,7,867,204,11,214,65,255,0,
17-Mar-21,17-03-2021,Confirmed,35838,3,253,0,33,58,201,887,0,0,536,73,1122,555,167,126,82,1275,2098,14,832,23179,8,2,3,0,82,52,2013,313,3,945,247,1,260,110,303,0,
18-Mar-21,18-03-2021,Confirmed,39687,1,218,1,33,107,211,1066,9,0,607,98,1276,633,171,140,97,1488,1899,5,917,25833,2,3,3,0,84,81,2369,327,2,989,278,3,314,88,323,0,
19-Mar-21,19-03-2021,Confirmed,40906,2,246,0,19,90,214,1097,10,0,716,100,1415,872,182,152,105,1587,1984,3,1140,25681,1,3,0,0,110,61,2470,402,3,1087,313,10,380,99,347,0,
20-Mar-21,20-03-2021,Confirmed,43815,0,380,0,27,88,203,1273,7,0,813,154,1565,821,148,140,123,1798,2078,0,1308,27126,6,4,1,0,120,60,2578,445,5,1243,364,5,441,83,383,0,
21-Mar-21,21-03-2021,Confirmed,47009,1,368,0,25,126,239,1000,10,0,823,98,1580,867,141,158,83,1715,1875,18,1322,30535,3,0,1,0,98,64,2644,476,2,1289,394,5,488,137,422,0,
22-Mar-21,22-03-2021,Confirmed,40636,0,310,0,30,90,208,1525,4,0,888,85,1640,865,200,132,110,1445,1239,25,1348,24645,4,4,1,0,146,47,2299,602,0,1385,337,0,538,104,368,0,
23-Mar-21,23-03-2021,Confirmed,47239,0,492,0,52,111,214,1910,7,0,1101,133,1730,895,157,157,130,2010,1985,6,1502,28699,13,1,3,0,113,87,2254,480,2,1437,412,6,633,94,404,0,
24-Mar-21,24-03-2021,Confirmed,53419,2,585,0,41,170,249,2106,11,0,1254,140,1790,981,266,195,194,2298,2456,2,1712,31855,10,2,1,1,170,125,2613,669,2,1636,431,9,734,234,462,0,
25-Mar-21,25-03-2021,Confirmed,59083,1,758,0,40,258,226,2419,26,0,1515,189,1961,1053,315,172,278,2523,1989,9,1885,35952,3,3,2,2,214,95,2661,715,2,1779,493,1,830,192,516,0,
26-Mar-21,26-03-2021,Confirmed,62276,1,984,1,37,211,248,2665,17,0,1534,113,2190,1322,351,210,308,2566,1825,6,2091,36902,6,7,6,1,234,96,3122,853,3,1971,518,0,1028,186,646,0,
27-Mar-21,27-03-2021,Confirmed,62632,1,947,2,46,195,294,3162,26,0,1558,170,2276,1383,416,271,340,2886,2055,0,2142,35726,3,2,3,0,210,128,2805,852,11,2089,495,10,1050,257,812,0,
28-Mar-21,28-03-2021,Confirmed,68206,2,1005,0,48,351,296,2153,27,0,1881,131,2270,1392,277,309,314,3082,2216,1,2276,40414,9,1,2,1,290,137,2870,1081,1,2194,535,0,1447,366,827,0,
29-Mar-21,29-03-2021,Confirmed,56152,6,997,0,40,239,274,1423,16,0,1904,128,2252,995,321,235,155,2792,1549,0,2323,31643,6,2,0,3,208,125,2868,902,0,2279,403,3,1280,109,639,0,
30-Mar-21,30-03-2021,Confirmed,53237,29,993,0,53,74,265,3108,12,0,992,127,2220,980,339,359,418,2975,2389,3,2173,27918,2,22,3,0,218,115,2188,665,6,2342,463,0,918,128,628,0,
31-Mar-21,31-03-2021,Confirmed,72113,2,1184,0,49,259,266,4563,19,0,1819,200,2360,1106,285,373,693,4225,2653,5,2332,39544,5,9,5,107,297,127,2944,906,2,2579,684,0,1198,293,982,0,
01-Apr-21,01-04-2021,Confirmed,81398,1,1271,0,58,488,257,4617,17,0,2790,265,2410,1609,409,461,690,4234,2798,3,2546,43183,1,2,3,5,394,260,3161,1350,6,2817,887,24,2589,500,1274,0,
02-Apr-21,02-04-2021,Confirmed,89023,0,1288,1,63,662,287,4174,20,0,3594,280,2640,1861,406,517,694,4991,2508,7,2777,47913,5,15,8,16,461,213,2873,1422,4,3290,965,4,2953,364,1733,0,
03-Apr-21,03-04-2021,Confirmed,92994,14,1398,3,68,836,310,5818,16,0,3567,219,2815,1959,418,501,873,4373,2541,7,2839,49447,9,24,3,1,452,191,2686,1675,6,3446,1078,2,3187,439,1736,0,
04-Apr-21,04-04-2021,Confirmed,103794,11,1730,0,69,864,341,5250,25,0,4033,265,2875,1904,404,573,787,4553,2802,1,3178,57074,8,16,3,1,471,227,3006,1729,6,3581,1321,14,4136,550,1957,0,
05-Apr-21,05-04-2021,Confirmed,96563,7,1326,2,70,935,285,7302,27,0,3548,247,3160,2040,567,442,1086,5279,2357,3,3398,47288,5,4,1,2,573,180,2692,2429,6,3672,1097,3,3974,547,1961,0,
06-Apr-21,06-04-2021,Confirmed,115312,7,1941,2,92,1080,319,9921,16,0,5100,387,3280,2099,428,561,1264,6150,3502,7,3722,55469,7,9,9,0,588,237,2905,2236,23,3645,1498,14,5895,791,2058,0,
07-Apr-21,07-04-2021,Confirmed,126276,8,2331,8,195,1527,399,10310,24,0,5506,527,3575,2366,653,812,1312,6976,3502,19,4043,59907,12,5,8,11,791,173,2963,2801,31,3986,1914,21,6002,1109,2390,0,
08-Apr-21,08-04-2021,Confirmed,131878,18,2558,12,245,1911,324,10652,30,0,7437,582,4021,2872,621,835,1882,6570,4353,8,4324,56286,16,25,14,5,879,293,3070,3526,6,4276,2055,37,8474,787,2783,0,
09-Apr-21,09-04-2021,Confirmed,144945,12,2765,2,281,2174,422,11447,32,0,8521,428,4541,2994,662,808,1925,7955,5063,6,4882,58993,12,42,36,7,1282,223,3404,3970,6,5441,2478,32,9587,748,3648,0,
10-Apr-21,10-04-2021,Confirmed,152565,14,3309,3,405,3469,398,14098,103,0,7897,540,5011,2937,943,1005,2373,6955,6194,10,4986,55411,11,39,25,12,1374,272,3239,4401,22,5989,2909,41,12748,1233,4043,0,
11-Apr-21,11-04-2021,Confirmed,169914,15,3495,4,352,3756,402,10521,76,0,10774,525,5469,3440,570,915,2296,10250,6986,5,5939,63294,10,28,29,5,1379,306,3039,5105,54,6618,3187,48,15276,1333,4398,0,
12-Apr-21,12-04-2021,Confirmed,160838,11,3263,6,583,2999,424,13576,111,0,11491,476,6021,3818,1089,991,2366,9579,5692,14,6489,51751,18,26,7,11,1741,512,3451,5771,5,6711,2251,10,13604,1334,4511,0,
13-Apr-21,13-04-2021,Confirmed,185297,8,4228,14,590,4157,397,15121,98,0,13468,562,6690,3845,619,1269,2844,8778,7515,21,8998,60212,26,87,36,11,1784,418,2980,5528,25,6984,3052,62,17963,1925,4817,0,
14-Apr-21,14-04-2021,Confirmed,199584,38,4157,10,385,4786,421,14250,104,0,17282,473,7410,5398,925,1086,3198,11265,8778,11,9720,58952,21,98,30,13,2267,476,3302,6200,21,7819,2157,39,20439,1953,5892,0,
15-Apr-21,15-04-2021,Confirmed,216828,15,5086,8,499,6133,412,15256,103,0,16699,757,8152,5858,1034,1141,3480,14738,8126,56,10166,61695,18,97,37,42,2989,413,4311,6658,41,7987,3307,0,22339,2220,6769,0,
16-Apr-21,16-04-2021,Confirmed,234002,27,6096,28,573,6253,481,14912,138,0,19486,927,8920,6277,842,1144,3843,14859,10031,44,11045,63729,31,121,25,22,3108,531,3891,7359,22,8449,3840,31,27360,2402,6910,0,
17-Apr-21,17-04-2021,Confirmed,260895,42,7224,19,876,7870,431,16083,108,0,24375,762,9541,7717,1392,1145,3838,17489,13835,106,11269,67123,39,95,62,32,3144,715,4431,9046,72,9344,4446,58,27334,2757,7713,0,
18-Apr-21,18-04-2021,Confirmed,275063,59,6582,20,639,8690,625,12345,184,0,25462,951,10340,7177,788,1526,3992,19067,18257,114,12248,68631,72,71,50,19,3664,663,4900,10262,105,10723,5093,69,30566,2630,8419,0,
19-Apr-21,19-04-2021,Confirmed,257003,31,5963,65,1367,7487,612,13834,121,0,23686,940,11403,6842,1695,1516,4290,15785,13644,117,12897,58924,54,110,45,13,4445,565,4622,11967,9,10941,4009,32,28211,2160,8426,0,
20-Apr-21,20-04-2021,Confirmed,294365,45,8987,61,1651,10455,602,15625,291,0,28395,1160,12206,7811,1340,2030,5080,21794,19577,53,12727,62097,94,137,91,82,4761,638,4656,12201,91,10986,5926,60,29574,3012,9819,0,
21-Apr-21,21-04-2021,Confirmed,315752,24,9716,73,1665,12222,622,14519,251,0,24638,1502,12553,9623,1692,2204,5041,23558,22414,191,13107,67468,92,192,90,97,4851,619,4953,14622,50,11681,6542,0,33106,4807,10784,0,
22-Apr-21,22-04-2021,Confirmed,332531,37,10759,110,1931,11489,634,16750,359,0,26169,1410,13105,9742,1774,1965,7595,25795,26995,145,12384,67013,86,180,73,53,6164,987,5450,14468,124,12652,5567,168,34254,3998,11948,0,
23-Apr-21,23-04-2021,Confirmed,345296,42,11766,134,2384,12672,828,17397,236,0,24331,1420,13804,11854,1189,1937,5741,26962,28447,134,13590,66836,104,143,62,89,6215,792,6728,15398,67,13776,6206,40,36605,4339,12876,0,
24-Apr-21,24-04-2021,Confirmed,348996,45,11698,116,2236,12359,711,16731,251,0,24103,1540,14097,10491,2073,2030,5152,29438,26685,157,12918,67160,130,155,63,114,6647,899,5663,15355,121,14842,7432,127,37944,5084,14281,0,
25-Apr-21,25-04-2021,Confirmed,354658,51,12634,61,1844,12795,749,12666,208,0,22933,2293,14296,10985,1363,2381,5903,34804,28469,164,13601,66191,140,208,105,180,6116,1008,6980,15809,148,15659,8126,100,35311,4368,15889,0,
26-Apr-21,26-04-2021,Confirmed,319471,51,9881,168,3137,11801,821,15084,138,0,20201,2321,14340,11504,1692,2135,5541,29744,21890,121,12686,48700,146,130,22,55,6599,747,6276,16438,23,15684,6551,98,33551,5058,15992,0,
27-Apr-21,27-04-2021,Confirmed,362913,48,11434,123,3132,12604,837,14893,217,0,24149,2110,14352,11931,2157,3164,6126,31830,32819,154,13417,66358,175,147,103,207,6073,1021,5916,16089,97,15830,10122,111,32921,5703,16403,0,
28-Apr-21,28-04-2021,Confirmed,379404,52,14669,165,3045,13374,772,15563,186,0,25986,3101,14120,12444,2539,3023,8075,39047,35013,103,12758,63309,259,159,228,124,8386,1258,6904,16613,151,16665,8061,124,29751,6054,17207,0,
29-Apr-21,29-04-2021,Confirmed,386773,59,14792,194,3079,13089,801,15804,216,0,24235,3019,14327,13947,3040,3474,5961,35024,38607,158,12762,66159,314,187,138,181,6998,1122,6724,17269,170,17897,7994,166,35104,6251,17403,0,
30-Apr-21,30-04-2021,Confirmed,402014,74,17354,163,3197,15853,724,14994,192,0,27047,3024,14605,13833,2358,3532,5961,48296,37199,105,12400,62919,271,229,140,226,8681,1195,6063,17155,205,18692,7646,141,34372,5654,17411,0,
01-May-21,01-05-2021,Confirmed,392576,97,19412,217,3453,13789,799,15902,212,0,25219,2303,13847,13588,2751,3832,6323,40990,35636,156,12379,63282,319,262,113,158,10413,1379,7017,17652,259,19588,7754,173,30180,5493,17512,0,
02-May-21,02-05-2021,Confirmed,370090,38,23920,102,2385,13534,860,11825,161,0,20394,2030,12978,13322,2453,3571,4738,37733,31959,87,12662,56647,256,321,152,216,8015,1360,7280,18298,230,20768,7430,247,30857,5606,17515,0,
03-May-21,03-05-2021,Confirmed,355769,66,18972,220,4489,11407,890,15274,119,0,18043,2703,12820,12885,2630,3733,6899,44438,26011,70,12062,48621,362,246,74,101,8914,799,6772,17296,27,20952,5695,134,29052,5403,17501,0,
04-May-21,04-05-2021,Confirmed,382847,31,20034,234,4475,14794,780,15785,192,0,19953,2814,13050,15786,3824,4650,5974,44631,37190,169,12236,51880,433,339,198,266,8216,1138,7514,16974,230,21228,6876,271,25770,7028,17639,0,
05-May-21,05-05-2021,Confirmed,412624,42,22204,220,4826,14836,817,15157,170,0,20960,3496,12955,15416,3842,4716,5770,50112,41953,127,12319,57640,397,269,238,287,9889,1819,7953,16815,221,23310,6361,240,31111,7783,18102,0,
06-May-21,06-05-2021,Confirmed,414280,32,21954,222,4936,15126,759,13846,163,0,19133,3869,12545,14840,3942,4926,6974,49058,42464,152,12421,62194,380,347,170,267,10521,1510,8841,17532,264,24898,6026,300,26622,8517,18431,0,
07-May-21,07-05-2021,Confirmed,406901,56,17188,168,5626,13466,890,13628,121,0,19832,4195,12064,13867,4177,5443,5973,48781,38460,101,11708,54022,600,297,183,309,12238,1746,8297,18231,268,26465,11451,315,27763,9642,19216,0,
08-May-21,08-05-2021,Confirmed,403808,30,20065,244,5756,12948,870,12239,137,0,17364,3751,11892,14667,5424,4788,6112,47563,41971,127,11598,56578,442,375,235,333,11807,1703,9042,17987,200,27397,5186,359,26636,8390,19436,0,
09-May-21,09-05-2021,Confirmed,366455,26,22164,119,3299,11259,895,9120,90,0,13336,2633,11084,13548,3093,5190,4169,47930,35801,125,11051,48401,579,418,168,237,10635,1633,8436,17921,227,28897,4976,351,23175,5890,19441,0,
10-May-21,10-05-2021,Confirmed,329491,31,14986,205,5803,10174,863,11867,63,0,12651,2804,11592,12718,4359,3614,6187,39305,27487,101,9715,37236,424,409,73,133,10031,1266,8549,16487,46,28978,4826,133,21277,5541,19445,0,
11-May-21,11-05-2021,Confirmed,348555,28,20345,205,6258,10920,787,9717,139,0,12481,3124,10990,11637,4977,4352,4365,39510,37290,105,9754,40956,592,450,172,269,9793,2049,8594,16080,241,29272,4801,466,20445,7120,20136,0,
12-May-21,12-05-2021,Confirmed,362632,44,21452,279,5657,9863,776,10150,104,0,13287,2865,11017,12490,4977,4509,4362,39998,43529,115,8970,46781,666,406,240,338,10982,2007,8271,16384,227,30355,4723,416,18023,7749,20377,0,
13-May-21,13-05-2021,Confirmed,343005,40,22399,256,5468,7752,760,9121,100,0,10489,2491,10742,12286,4937,4356,4991,35297,39955,193,8419,42582,560,591,141,366,10649,1942,8410,15867,231,30621,4693,480,17745,7127,20839,0,
14-May-21,14-05-2021,Confirmed,326256,32,22018,263,4078,7494,650,7594,54,0,8506,2455,9995,10608,3044,3027,3776,41779,34694,173,8087,39923,726,627,201,275,12390,1974,8035,14289,232,31892,4305,552,15647,5775,20846,0,
15-May-21,15-05-2021,Confirmed,310757,26,22517,249,5347,7336,660,7664,80,0,6430,1957,9061,9676,4145,3677,3157,41664,32680,82,7571,34848,730,560,122,304,11805,1598,6771,13565,215,33658,4298,449,12513,5654,19511,0,
16-May-21,16-05-2021,Confirmed,281837,35,24171,180,3650,6894,664,4888,87,0,6456,1314,8210,9115,2378,4141,2321,31531,29704,117,7106,34389,677,569,180,241,11732,1961,6950,10290,340,33181,3816,761,10505,4047,19117,0,
17-May-21,17-05-2021,Confirmed,263021,35,18561,304,6394,5920,620,6577,37,0,4524,1562,7135,7488,3546,3344,2507,38603,21402,219,5921,26616,330,634,150,273,10757,1446,6881,11597,70,33075,3961,335,9345,3719,19003,0,
18-May-21,18-05-2021,Confirmed,267246,36,21320,356,5835,6286,526,6477,43,0,4482,1358,6447,7774,2892,3967,2925,30309,31337,226,5412,28438,624,906,239,365,10321,1797,7066,8398,209,33059,3982,746,8673,4785,19428,0,
19-May-21,19-05-2021,Confirmed,276187,35,23160,337,6143,6059,414,5680,22,0,3846,1209,5246,6818,3396,3969,1894,34281,32762,254,5065,34031,582,872,184,244,11099,1759,6302,9849,266,34875,3837,879,7186,4492,19006,0,
20-May-21,20-05-2021,Confirmed,259242,49,22610,360,6573,5871,404,5212,40,0,3231,1582,4773,6457,2648,4169,2056,28869,30491,290,4952,29911,644,1183,192,326,11498,1957,5469,7680,249,35579,3660,720,6681,3658,19091,0,
21-May-21,21-05-2021,Confirmed,257299,31,20937,394,6066,5154,406,4943,27,0,3009,1625,4251,5643,2662,3848,2151,32218,29673,345,4384,29644,656,828,288,309,12523,1702,5253,6225,317,36184,3464,863,7682,3626,19847,0,
22-May-21,22-05-2021,Confirmed,240897,31,19981,314,5980,4375,392,4328,34,0,2260,1647,4205,5021,2341,3408,2037,31183,28514,317,3844,26133,757,1123,274,252,11108,1445,5297,6103,287,35873,3308,864,5964,2903,18863,0,
23-May-21,23-05-2021,Confirmed,222834,24,18767,226,3563,4002,360,3306,30,0,1649,1621,3794,4400,1309,3308,1345,25979,25820,193,3375,26672,767,803,214,223,12852,1448,5021,6521,324,35483,2242,876,4715,3050,18422,0,
24-May-21,24-05-2021,Confirmed,195857,9,12994,480,6221,2844,245,4209,16,0,1550,1401,3187,3757,1949,2237,1394,25311,17821,236,2936,22122,538,811,112,191,11059,922,4481,4414,101,34867,3043,426,3894,2071,17883,0,
25-May-21,25-05-2021,Confirmed,208992,25,15284,429,5767,3306,258,3506,34,0,1568,1549,3255,2817,1999,2964,1247,22758,29803,264,2422,24136,824,957,289,276,10939,1237,4756,3404,278,34285,3821,773,3723,2756,17005,0,
26-May-21,26-05-2021,Confirmed,211510,23,18285,374,5699,2603,224,2829,14,0,1491,1487,3085,3138,1365,3037,977,26811,28798,118,2182,24752,847,846,316,260,11623,1321,4004,3886,295,33764,3762,667,3176,2991,16225,0,
27-May-21,27-05-2021,Confirmed,186075,16,16167,444,5704,2568,200,2824,11,0,1072,1504,2869,2322,1472,2769,695,24214,24166,135,1977,21273,813,809,206,228,6736,1137,3854,3454,408,33361,3614,542,3178,2146,13046,0,
28-May-21,28-05-2021,Confirmed,174083,19,14429,497,5436,1785,161,2840,235,0,1141,1055,2521,2007,1523,2803,687,22823,22318,178,1854,20740,732,731,239,192,7216,1223,3706,2648,420,31079,3527,783,2276,1942,12193,0,
29-May-21,29-05-2021,Confirmed,165282,28,13756,461,5613,1491,163,2437,7,0,956,963,2230,1868,1262,2253,823,20628,23513,89,1640,20295,1007,613,277,156,7188,996,3036,2314,273,30016,2982,595,2014,1687,11514,0,
