Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Ladakh,Only_State
06-Oct-21,06-10-2021,Confirmed,22605,1,800,41,300,2,5,15,0,0,26,97,21,11,173,127,7,523,12616,1,16,2876,159,113,1471,31,593,73,30,4,24,1432,187,12,9,22,786,0,
07-Oct-21,07-10-2021,Confirmed,21474,2,643,32,295,4,16,24,0,0,44,60,20,12,142,134,27,442,12288,0,4,2681,116,94,1302,24,582,64,23,2,18,1390,176,7,15,8,771,0,
08-Oct-21,08-10-2021,Confirmed,19868,0,693,21,318,4,5,21,0,0,39,56,19,14,193,100,20,397,10944,0,6,2620,128,121,1080,13,524,87,16,5,33,1359,201,12,11,19,784,0,
09-Oct-21,09-10-2021,Confirmed,17941,3,629,16,273,4,4,26,0,0,30,60,24,9,138,82,9,451,9470,1,8,2486,147,81,950,31,526,84,28,1,18,1344,190,14,10,17,776,0,
10-Oct-21,10-10-2021,Confirmed,19020,1,624,19,160,9,2,19,0,0,29,73,18,9,87,99,9,406,10691,0,7,2294,150,59,1170,8,652,76,27,4,13,1329,162,19,26,6,760,0,
11-Oct-21,11-10-2021,Confirmed,13184,1,310,24,270,2,1,24,2,0,23,35,21,7,139,53,13,373,6996,0,14,1736,105,64,307,24,448,42,18,7,10,1303,183,4,11,7,606,0,
12-Oct-21,12-10-2021,Confirmed,16023,1,503,18,226,6,5,16,0,0,34,80,22,9,174,80,16,332,7823,0,12,2069,120,93,1430,19,529,56,19,4,21,1289,196,10,20,20,768,0,
13-Oct-21,13-10-2021,Confirmed,19193,2,517,12,175,4,0,28,1,0,31,60,26,10,139,75,14,357,11079,0,10,2219,135,67,1224,15,615,59,25,4,18,1280,184,15,11,6,771,0,
14-Oct-21,14-10-2021,Confirmed,16988,3,540,4,207,8,10,16,0,0,28,68,34,16,182,93,11,310,9246,0,12,2384,69,87,1028,9,521,49,30,8,6,1259,168,6,12,28,530,0,
15-Oct-21,15-10-2021,Confirmed,16003,1,586,6,147,5,2,10,0,0,26,54,14,14,90,51,9,470,8867,0,6,2149,113,81,901,31,467,37,24,1,17,1245,104,4,6,10,451,0,
16-Oct-21,16-10-2021,Confirmed,14078,0,332,16,269,0,2,14,0,0,21,52,22,12,103,82,8,264,7955,0,4,1553,88,83,932,24,358,48,16,5,6,1233,111,4,5,8,443,0,
17-Oct-21,17-10-2021,Confirmed,14286,1,432,7,205,5,3,16,1,0,32,60,10,15,131,95,7,326,7555,0,5,1715,104,55,948,40,443,52,27,2,4,1218,122,6,9,9,624,0,
18-Oct-21,18-10-2021,Confirmed,12339,0,332,27,298,2,4,27,0,0,15,57,18,16,167,75,14,214,6676,0,6,1485,67,61,249,16,340,28,24,2,7,1192,208,16,0,3,690,0,
19-Oct-21,19-10-2021,Confirmed,14935,4,483,17,353,5,4,20,0,0,36,80,18,9,222,84,17,349,7643,0,10,1638,95,65,953,14,556,55,22,0,27,1179,202,22,19,6,726,0,
20-Oct-21,20-10-2021,Confirmed,18382,0,523,12,308,3,2,34,0,0,25,47,14,15,110,78,25,462,11150,0,9,1825,71,79,665,18,559,42,32,1,17,1170,191,6,11,8,867,0,
21-Oct-21,21-10-2021,Confirmed,15774,0,493,22,384,6,3,38,2,0,22,59,13,9,202,87,40,365,8733,0,12,1573,81,52,741,11,524,43,22,2,19,1164,183,2,10,14,833,0,
22-Oct-21,22-10-2021,Confirmed,16327,0,478,10,315,3,5,26,0,0,38,54,25,8,174,108,36,378,9361,0,8,1632,56,59,737,19,467,57,28,1,23,1152,193,18,0,12,846,0,
23-Oct-21,23-10-2021,Confirmed,16079,2,396,14,324,9,1,28,0,0,40,33,24,8,257,72,30,371,8909,0,11,1701,122,53,745,18,441,53,26,4,26,1140,207,7,14,16,974,0,
24-Oct-21,24-10-2021,Confirmed,14654,0,400,0,139,4,2,20,0,0,37,34,16,16,0,72,35,388,8538,0,9,1410,63,49,572,5,447,61,20,2,32,1127,135,8,13,6,989,0,
25-Oct-21,25-10-2021,Confirmed,11852,0,295,16,326,2,2,25,0,0,27,29,16,17,321,60,32,290,6664,0,8,889,41,13,158,14,425,30,29,1,4,1112,179,5,2,11,805,0,
26-Oct-21,26-10-2021,Confirmed,13499,0,415,9,347,8,1,26,0,0,41,31,30,15,255,97,18,277,7163,0,27,1201,70,31,790,21,433,41,13,4,8,1090,190,16,4,12,806,0,
27-Oct-21,27-10-2021,Confirmed,16351,2,567,6,244,5,5,28,0,0,38,23,17,15,261,70,28,282,9445,0,20,1485,70,51,740,12,549,40,38,4,13,1075,186,18,13,17,976,0,
28-Oct-21,28-10-2021,Confirmed,14307,1,381,14,322,6,4,31,0,0,42,47,23,13,213,98,15,478,7738,0,19,1418,53,61,547,13,412,45,31,7,14,1061,171,15,11,8,990,0,
29-Oct-21,29-10-2021,Confirmed,14215,0,481,9,322,6,5,28,0,0,37,47,22,12,257,90,16,381,7722,0,9,1338,83,32,592,39,365,45,29,6,9,1039,174,11,9,7,982,0,
30-Oct-21,30-10-2021,Confirmed,12940,0,349,11,283,5,6,35,0,0,37,22,31,12,145,101,18,347,7427,0,6,614,59,46,692,20,374,39,26,3,10,1021,168,10,18,15,980,0,
31-Oct-21,31-10-2021,Confirmed,12907,0,385,1,212,8,5,32,0,0,45,23,20,11,85,95,10,292,7167,0,16,1172,63,22,579,11,488,38,26,2,21,1009,121,12,6,5,914,0,
01-Nov-21,01-11-2021,Confirmed,9763,3,220,6,296,4,3,22,2,0,18,13,0,10,145,98,7,188,5297,0,8,809,56,58,165,17,316,43,19,7,5,990,160,33,3,8,725,0,
02-Nov-21,02-11-2021,Confirmed,11809,4,259,6,270,9,1,22,0,0,34,45,20,11,168,110,17,239,6444,0,10,809,55,27,830,9,327,21,14,4,10,973,167,10,7,7,862,0,
03-Nov-21,03-11-2021,Confirmed,12919,0,326,7,276,7,1,25,0,0,41,38,59,7,138,99,20,254,7312,0,6,1078,57,22,638,11,322,29,32,8,16,962,156,17,6,14,919,0,
04-Nov-21,04-11-2021,Confirmed,12806,1,301,0,169,2,1,8,0,0,40,41,0,7,62,95,20,261,7545,0,10,1193,58,29,526,15,351,28,30,2,9,945,106,17,7,-1,918,0,
05-Nov-21,05-11-2021,Confirmed,11232,0,150,2,239,5,2,3,0,0,32,15,24,7,97,109,20,214,6580,0,6,1134,44,31,508,11,170,11,0,0,11,875,151,9,5,3,763,0,
06-Nov-21,06-11-2021,Confirmed,10257,1,215,4,239,4,1,27,0,0,36,21,20,14,114,151,16,224,6546,0,7,0,46,33,513,17,208,20,21,1,9,862,164,7,7,12,670,0,
07-Nov-21,07-11-2021,Confirmed,11545,4,320,0,137,2,2,13,0,0,47,31,35,18,60,164,18,239,7124,0,6,661,39,36,453,13,318,35,33,5,3,850,122,6,11,3,723,0,
08-Nov-21,08-11-2021,Confirmed,9721,1,246,10,280,3,4,26,0,0,25,30,29,14,145,111,23,283,5404,0,3,892,51,23,139,3,276,24,38,4,4,841,161,10,0,3,603,0,
09-Nov-21,09-11-2021,Confirmed,11351,0,231,7,247,4,5,22,0,0,33,25,20,15,130,138,28,293,6409,0,9,693,49,28,730,13,296,39,36,9,12,835,173,0,0,21,788,0,
10-Nov-21,10-11-2021,Confirmed,12950,0,348,5,263,6,2,25,0,0,54,32,0,13,154,165,15,328,7540,0,5,982,64,28,525,9,387,39,31,2,16,828,164,44,0,8,853,0,
11-Nov-21,11-11-2021,Confirmed,13530,3,286,6,251,3,3,26,0,0,40,23,82,20,145,163,12,286,7224,0,12,2091,78,20,531,6,271,30,48,4,6,820,153,0,9,13,854,0,
12-Nov-21,12-11-2021,Confirmed,11865,0,262,4,251,2,2,19,0,0,62,23,21,15,125,158,17,227,6674,0,9,925,55,44,631,7,263,37,70,17,11,811,172,20,23,11,860,0,
13-Nov-21,13-11-2021,Confirmed,10536,4,156,4,221,4,2,36,0,0,56,22,37,17,123,181,15,245,6468,0,11,0,49,7,669,5,247,32,39,11,5,809,157,0,3,16,872,0,
14-Nov-21,14-11-2021,Confirmed,10463,4,208,4,129,3,4,32,0,0,36,18,26,14,56,174,14,236,5848,0,13,999,50,11,387,19,262,43,-16,16,5,805,105,21,5,29,875,0,
15-Nov-21,15-11-2021,Confirmed,8684,-2,117,2,253,1,5,28,0,0,16,25,29,14,125,108,21,171,4547,0,8,956,35,22,171,17,185,18,29,5,0,803,148,6,3,7,782,0,
16-Nov-21,16-11-2021,Confirmed,10141,0,191,8,247,4,1,20,0,0,44,23,35,15,129,144,14,255,5516,0,4,686,71,34,611,4,206,33,0,15,7,789,167,11,6,8,819,0,
17-Nov-21,17-11-2021,Confirmed,11702,0,230,2,250,1,1,27,0,0,44,36,54,18,96,168,25,308,6849,1,5,886,51,37,459,6,226,25,45,11,12,782,148,9,1,4,862,0,
18-Nov-21,18-11-2021,Confirmed,11214,1,222,10,200,16,3,26,0,0,47,25,44,14,95,223,23,313,6111,4,7,1003,61,33,570,8,229,41,36,18,9,775,144,1,12,12,860,0,
19-Nov-21,19-11-2021,Confirmed,10473,1,168,1,190,4,4,35,0,0,30,20,36,22,51,198,22,242,5754,0,6,963,57,38,497,8,242,27,0,9,18,772,137,6,0,10,877,0,
20-Nov-21,20-11-2021,Confirmed,10521,0,164,3,238,3,2,24,0,0,32,31,36,11,80,197,13,213,6075,0,11,906,78,32,336,0,239,43,50,11,14,765,134,22,9,11,725,0,
21-Nov-21,21-11-2021,Confirmed,9241,0,174,1,91,3,6,24,0,0,29,16,22,16,51,165,11,247,5080,0,17,833,83,21,437,10,205,32,24,18,8,756,103,0,4,11,727,0,
22-Nov-21,22-11-2021,Confirmed,7001,0,127,4,192,3,4,35,1,0,26,16,25,21,110,160,14,178,3698,9,13,298,39,28,212,10,171,17,22,22,2,750,137,1,10,9,615,0,
23-Nov-21,23-11-2021,Confirmed,9177,0,196,4,207,5,5,39,0,0,27,32,36,17,84,179,12,224,4972,2,12,656,50,24,423,8,212,38,41,23,5,741,153,0,2,8,720,0,
24-Nov-21,24-11-2021,Confirmed,8898,0,264,2,214,2,6,19,0,0,35,22,29,23,116,174,16,254,4280,2,22,766,39,71,400,10,288,27,0,14,3,744,156,27,9,33,803,0,
25-Nov-21,25-11-2021,Confirmed,10697,1,183,1,142,6,9,38,0,0,30,34,31,17,52,182,7,306,5987,0,14,960,24,0,398,14,335,49,89,29,19,739,147,11,6,41,758,0,
26-Nov-21,26-11-2021,Confirmed,8337,1,184,2,175,5,8,33,0,0,23,34,27,21,102,174,12,402,4677,11,9,0,28,30,444,4,219,31,0,21,9,746,171,12,8,-28,710,0,
27-Nov-21,27-11-2021,Confirmed,8742,2,248,9,123,3,5,27,0,0,27,40,28,11,82,149,20,322,4741,0,22,466,19,20,359,4,264,35,0,26,4,740,160,0,45,13,701,0,
28-Nov-21,28-11-2021,Confirmed,8690,1,178,0,133,5,5,30,0,0,32,27,26,22,62,145,5,315,4350,0,18,889,35,30,358,0,191,21,108,17,17,736,135,13,0,37,715,0,
29-Nov-21,29-11-2021,Confirmed,6798,2,101,4,140,2,8,16,0,0,34,24,27,16,90,0,11,257,3382,0,12,832,17,17,94,9,197,12,18,12,5,730,184,0,14,8,511,0,
30-Nov-21,30-11-2021,Confirmed,8163,0,184,3,144,0,9,34,0,0,34,38,40,17,102,0,12,291,4723,0,20,0,36,19,437,13,228,31,21,15,9,720,196,7,9,28,705,0,
01-Dec-21,01-12-2021,Confirmed,10103,0,184,3,187,4,6,20,0,0,39,62,45,24,74,0,12,322,5405,2,17,1214,31,30,365,3,237,41,41,21,10,718,193,14,7,81,668,0,
02-Dec-21,02-12-2021,Confirmed,9659,3,159,6,124,7,4,37,0,0,217,56,50,27,85,732,15,363,4700,1,12,767,33,24,275,3,252,33,32,21,15,715,189,15,0,-11,657,0,
03-Dec-21,03-12-2021,Confirmed,9329,2,138,1,143,0,3,28,0,0,54,42,45,20,51,181,11,413,4995,0,15,796,28,22,315,2,270,30,58,21,76,711,198,15,0,10,608,0,
04-Dec-21,04-12-2021,Confirmed,8226,0,186,2,169,1,3,44,0,0,51,37,44,17,78,202,35,397,4557,7,18,68,31,18,315,6,193,28,41,26,16,731,213,9,39,9,621,0,
05-Dec-21,05-12-2021,Confirmed,8578,0,154,5,101,6,7,25,0,0,63,49,48,22,35,161,25,456,4450,0,9,782,32,9,282,0,189,29,37,17,10,724,156,9,26,9,620,0,
06-Dec-21,06-12-2021,Confirmed,6759,2,122,1,182,7,12,44,0,0,40,35,38,32,112,108,10,301,3277,0,17,707,29,16,92,4,105,8,21,29,5,719,195,5,0,10,465,0,
07-Dec-21,07-12-2021,Confirmed,8831,0,184,1,150,6,8,27,0,0,51,33,61,24,54,132,15,299,4656,1,16,1036,17,20,330,2,151,12,47,24,8,710,203,8,4,22,507,0,
08-Dec-21,08-12-2021,Confirmed,8585,1,181,3,134,9,7,37,0,0,65,65,0,29,69,151,16,399,5038,0,14,181,23,12,273,1,255,23,22,40,8,703,205,8,8,17,574,0,
09-Dec-21,09-12-2021,Confirmed,9453,3,193,1,146,17,101,40,1,0,55,31,137,35,52,192,9,373,4169,0,19,1682,25,12,320,0,195,28,60,38,6,698,201,14,0,9,567,0,
10-Dec-21,10-12-2021,Confirmed,8109,2,142,5,141,12,2,32,2,0,41,37,63,27,54,173,0,314,3972,0,15,695,24,21,328,3,286,24,36,24,21,688,207,10,51,10,628,0,
11-Dec-21,11-12-2021,Confirmed,7777,1,156,1,112,8,5,40,0,0,52,44,71,23,45,182,28,320,3795,0,15,807,18,16,247,5,173,22,23,18,4,681,188,13,21,21,610,0,
12-Dec-21,12-12-2021,Confirmed,7513,1,160,1,134,23,10,25,0,0,56,35,56,30,35,126,11,330,3777,1,21,704,19,17,260,4,160,15,42,12,7,674,146,3,0,17,583,0,
13-Dec-21,13-12-2021,Confirmed,5541,0,108,7,141,6,12,32,0,0,30,15,58,13,68,119,4,236,2434,0,19,569,20,1,81,3,178,7,22,27,3,657,190,0,34,12,418,0,
14-Dec-21,14-12-2021,Confirmed,7065,0,132,1,141,16,6,20,0,0,45,44,55,23,41,134,15,263,3377,0,18,684,14,9,320,3,175,24,19,24,5,649,210,20,0,16,552,0,
15-Dec-21,15-12-2021,Confirmed,8019,0,163,5,131,5,8,31,2,0,57,52,53,31,69,147,16,317,4006,0,20,925,20,8,234,0,218,13,34,20,7,640,186,5,0,26,554,0,
16-Dec-21,16-12-2021,Confirmed,7453,2,148,1,180,5,14,32,0,0,85,36,68,28,53,133,19,303,3404,2,18,877,17,11,177,3,173,24,39,26,6,627,190,6,45,20,660,0,
17-Dec-21,17-12-2021,Confirmed,7234,0,127,0,130,8,5,20,2,0,69,50,60,27,57,136,19,238,3471,0,21,902,11,12,203,1,154,7,39,16,3,621,181,5,22,20,580,0,
18-Dec-21,18-12-2021,Confirmed,7046,1,137,0,119,6,17,31,0,0,86,43,68,23,39,151,18,335,3297,1,21,854,16,6,111,4,169,17,25,32,5,613,185,0,33,0,556,0,
19-Dec-21,19-12-2021,Confirmed,6661,1,121,0,75,6,8,21,0,0,107,48,51,33,29,136,19,300,2995,2,15,902,14,8,117,0,193,6,45,17,4,610,134,13,0,38,565,0,
20-Dec-21,20-12-2021,Confirmed,5134,0,75,2,94,5,14,13,1,0,91,27,70,31,33,105,32,222,2230,0,20,544,23,5,33,1,186,10,24,14,2,605,156,1,27,11,414,0,
21-Dec-21,21-12-2021,Confirmed,6313,2,95,1,114,3,9,34,0,0,102,32,87,43,42,104,26,295,2748,0,23,825,11,6,217,0,146,20,22,21,2,602,172,9,0,29,440,0,
22-Dec-21,22-12-2021,Confirmed,7499,0,103,1,119,17,5,33,0,0,125,43,91,55,65,125,51,321,3205,1,19,1201,8,5,197,1,183,21,50,19,4,604,182,10,64,27,534,0,
23-Dec-21,23-12-2021,Confirmed,6770,4,135,4,113,9,11,38,0,0,118,54,111,46,34,132,44,299,2514,1,30,1179,16,5,241,3,155,8,34,39,1,607,177,7,22,39,516,0,
24-Dec-21,24-12-2021,Confirmed,7092,3,94,2,93,13,12,23,0,0,180,67,98,79,34,141,55,405,2605,0,32,1410,8,8,111,0,141,20,41,42,3,597,162,13,0,27,550,0,
25-Dec-21,25-12-2021,Confirmed,7107,1,104,1,56,10,10,37,0,0,249,60,179,90,34,164,57,270,2407,2,42,1485,13,9,173,0,124,12,54,45,4,606,140,0,51,42,552,0,
26-Dec-21,26-12-2021,Confirmed,6515,2,82,1,53,28,10,46,0,0,290,25,177,92,12,124,60,348,1824,0,41,1648,17,3,65,0,112,9,0,62,3,610,109,2,95,13,544,0,
27-Dec-21,27-12-2021,Confirmed,6270,2,54,2,103,26,7,49,0,0,331,67,204,85,31,111,138,289,1636,0,30,1426,9,6,72,10,123,10,92,59,1,605,182,0,37,20,439,0,
28-Dec-21,28-12-2021,Confirmed,9184,0,141,0,120,47,15,69,0,0,496,112,394,126,73,91,155,356,2474,0,42,2172,15,3,184,1,156,9,52,97,2,619,228,23,81,44,752,0,
29-Dec-21,29-12-2021,Confirmed,13159,1,162,2,115,77,33,106,0,0,923,170,548,217,52,104,345,566,2846,0,48,3900,14,2,207,3,221,12,97,131,10,739,235,13,118,38,1089,0,
30-Dec-21,30-12-2021,Confirmed,16737,3,130,3,101,132,17,150,0,0,1313,261,573,300,65,139,482,707,2423,1,72,5368,17,13,202,3,225,15,166,252,9,890,280,28,192,59,2128,0,
31-Dec-21,31-12-2021,Confirmed,22755,8,166,4,192,158,49,190,3,0,1796,212,654,427,87,123,753,832,2676,0,77,8067,10,10,243,10,228,17,216,208,1,1155,311,17,246,147,3451,0,
01-Jan-22,01-01-2022,Confirmed,27732,5,176,0,150,281,70,279,1,0,2716,310,1069,552,83,169,1007,1033,2435,1,124,9170,19,12,265,0,298,22,316,301,7,1489,317,22,380,118,4512,0,
02-Jan-22,02-01-2022,Confirmed,33682,10,165,0,156,352,96,290,5,0,3194,388,968,577,76,165,1057,1187,2802,0,151,11877,16,8,84,1,424,27,383,355,7,1594,274,12,552,259,6153,0,
03-Jan-22,03-01-2022,Confirmed,37184,20,122,9,351,344,75,698,0,0,4099,631,1259,793,137,178,1481,1290,2560,2,221,12160,20,2,152,4,424,26,413,550,3,1728,482,48,570,189,6078,0,
04-Jan-22,04-01-2022,Confirmed,58102,36,334,23,475,992,128,1059,3,0,5481,592,2265,1132,260,199,2681,2479,3640,0,308,18466,35,32,347,4,680,66,1005,1137,10,2731,1052,46,989,310,9073,0,
05-Jan-22,05-01-2022,Confirmed,90786,25,434,32,591,1560,229,1615,20,0,10665,1002,3350,2176,374,418,3553,4246,4801,0,594,26538,27,50,443,6,1216,73,1796,1883,13,4862,1520,83,2036,505,14022,0,
06-Jan-22,06-01-2022,Confirmed,117023,24,547,29,844,2379,331,2400,19,0,15097,971,4213,2678,498,349,3704,5031,4649,1,1034,36265,59,90,502,31,1897,129,2379,2656,27,6983,1913,103,3119,630,15421,0,
07-Jan-22,07-01-2022,Confirmed,141706,41,840,29,1167,3048,390,2828,17,0,17335,1432,5396,3748,574,542,3825,8449,5296,0,1319,40925,48,64,579,8,2703,177,2874,3300,34,8981,2295,154,4218,814,18213,0,
08-Jan-22,08-01-2022,Confirmed,159576,86,839,56,1254,4526,541,3455,17,0,20181,1789,5677,3541,728,655,5081,8906,5944,0,1572,41434,76,73,852,9,3679,280,3560,4108,45,10978,2606,206,6401,1560,18802,0,
09-Jan-22,09-01-2022,Confirmed,180111,175,1257,37,988,5022,666,2502,19,0,22751,1922,6275,5166,498,687,3444,12000,6238,0,2039,44388,68,76,903,6,4714,444,3883,5660,70,12895,1673,176,7680,1413,24287,0,
10-Jan-22,10-01-2022,Confirmed,167067,96,984,134,2198,4737,967,4120,17,0,19166,1592,6097,5736,1200,706,4482,11698,5797,0,2317,33470,72,70,518,32,4829,489,3928,6095,112,13990,1825,579,8311,1292,19286,0,
11-Jan-22,11-01-2022,Confirmed,195359,43,1831,186,2837,5908,801,5151,27,0,21259,2476,7476,5746,1550,1148,4719,14473,9066,3,3160,34424,116,159,1513,29,7071,655,4552,6366,198,15379,1920,783,11068,2127,21098,0,
12-Jan-22,12-01-2022,Confirmed,247266,108,3205,132,3274,6413,1114,5476,53,0,27561,3119,9941,6883,1804,1695,4753,21390,12742,12,3639,46723,206,166,880,199,8778,893,6344,9488,322,17934,2319,916,13592,2915,22155,0,
13-Jan-22,13-01-2022,Confirmed,264207,68,4348,128,3238,6393,1338,6015,23,0,28867,3728,11176,7591,1716,1966,4000,25005,13468,4,4031,46406,155,167,1054,86,10059,1107,5939,9881,294,20911,2707,1007,14735,3005,23467,0,
14-Jan-22,14-01-2022,Confirmed,269047,73,4528,89,2348,6541,1834,6153,39,0,24383,3145,10019,8841,1975,2456,3749,28723,16338,18,4755,43211,116,189,1046,159,10273,1471,7554,10307,385,23459,2398,546,15975,3200,22645,0,
15-Jan-22,15-01-2022,Confirmed,271156,43,4955,266,3390,6325,1795,5525,26,0,20718,3274,9177,9050,1959,3251,3258,32793,17755,23,5315,46205,158,162,842,59,10856,1213,6813,9676,369,23989,1963,1168,15743,3848,19064,0,
16-Jan-22,16-01-2022,Confirmed,258739,65,4570,140,2709,5410,1358,3963,34,0,18286,3232,10150,8900,1076,3499,2776,34047,18123,14,6380,41327,279,211,875,82,11177,1160,7318,9669,313,23975,2047,641,17138,2682,14938,0,
17-Jan-22,17-01-2022,Confirmed,236966,49,4108,404,6982,3526,864,4574,25,0,12527,2174,12753,9204,2446,2827,2499,27156,22946,39,6970,31111,235,174,223,48,10489,907,6593,9236,217,23443,2447,1385,15553,3295,9385,0,
18-Jan-22,18-01-2022,Confirmed,282951,84,6996,350,8072,4551,1275,5614,40,0,11684,2522,17119,8388,3084,4651,2514,41457,28481,42,7154,39207,380,275,1281,89,11086,2093,6487,9711,374,23888,2983,1242,14701,4482,10430,0,
19-Jan-22,19-01-2022,Confirmed,317839,159,10057,435,8339,4063,1502,5625,39,0,13785,3936,20966,8847,3147,5818,2617,40499,34199,44,7597,43697,358,268,1311,114,11607,1849,7717,13398,427,26981,3557,1185,17662,4402,11447,0,
20-Jan-22,20-01-2022,Confirmed,347063,95,12615,449,7929,3475,1294,5649,41,0,12306,3390,24485,9558,2368,5992,2449,47754,46387,40,9385,45932,448,329,984,92,10368,2783,7862,14079,368,28561,4207,1034,18429,4818,10959,0,
21-Jan-22,21-01-2022,Confirmed,337785,131,13212,532,6897,3009,1172,5029,31,0,10756,2668,21225,9655,2940,5720,2015,48049,41668,43,9603,48270,578,331,1199,98,9833,2528,7696,16878,323,29870,4416,954,16159,4964,9154,0,
22-Jan-22,22-01-2022,Confirmed,333370,113,12926,359,5580,3003,1149,5661,36,0,11486,2691,23150,8753,2216,6568,1755,42470,45136,41,11274,46393,403,406,1115,121,8845,2446,7625,14829,344,30744,4393,557,16549,4759,9191,0,
23-Jan-22,23-01-2022,Confirmed,306853,89,14440,242,2277,2768,808,3841,24,0,9197,1582,16617,7516,755,6253,1269,50210,45449,28,11253,40805,412,318,1285,107,8520,1897,5598,14112,216,30580,3603,262,13654,3727,6980,0,
24-Jan-22,24-01-2022,Confirmed,254137,86,14502,668,5902,1821,568,4509,7,0,5760,1387,13805,6007,1766,5394,1411,46426,26514,41,10585,28286,418,305,495,69,7291,1130,5697,9480,115,30215,3980,704,11020,3064,4546,0,
25-Jan-22,25-01-2022,Confirmed,286384,70,13819,526,4189,2362,540,4914,22,0,6028,1794,16608,6029,1026,6570,1490,41400,55475,54,9451,33914,461,397,2222,164,5891,1911,3910,9771,237,30055,4559,391,11529,3893,4494,0,
26-Jan-22,26-01-2022,Confirmed,286606,83,13618,194,1951,2120,618,3318,17,0,7498,1465,14781,6351,801,5606,1009,48905,49771,32,9966,35756,388,392,1757,130,7426,1504,4990,13049,206,29976,3801,204,10871,2904,4969,0,
27-Jan-22,27-01-2022,Confirmed,250675,19,13474,455,3677,1034,565,4645,7,0,4291,955,12911,5770,1820,4959,892,38083,51739,46,9532,25425,365,288,1534,111,5901,940,4093,9227,112,28515,3944,310,8856,2439,3608,0,
28-Jan-22,28-01-2022,Confirmed,235462,66,12561,380,2861,1654,399,3919,21,0,4044,1322,12131,4630,1843,4354,912,31198,54537,45,7763,24948,452,361,2064,130,5057,1271,3004,8125,165,26533,3877,152,7877,2813,3805,0,
29-Jan-22,29-01-2022,Confirmed,233120,53,11573,326,2294,1302,321,3783,13,0,4483,1219,11794,4445,234,4175,1038,33337,50812,43,8678,27971,425,320,2142,87,4842,855,3266,10437,156,24418,3590,186,8273,2490,3512,0,
30-Jan-22,30-01-2022,Confirmed,212406,34,10310,129,910,1238,441,2373,5,0,3674,826,9395,3918,2267,4615,733,28264,51570,24,9305,22444,329,362,1818,65,4843,923,2780,10061,127,22238,2484,79,8078,2184,3427,0,
31-Jan-22,31-01-2022,Confirmed,165333,17,5879,328,1811,748,344,2693,5,0,2779,500,6679,3563,1471,2550,638,24172,42154,28,8062,15140,346,210,806,63,3329,504,2347,6369,53,19280,2861,143,6226,1200,1910,0,
01-Feb-22,01-02-2022,Confirmed,161323,32,6213,246,1486,824,156,3241,9,0,2683,910,8338,2894,1403,2751,622,14366,51887,37,6243,14372,327,293,2531,120,3086,640,1597,6212,98,16096,2850,90,4651,1840,2014,0,
02-Feb-22,02-02-2022,Confirmed,172846,18,5983,237,1028,799,364,2764,7,0,3028,655,8934,3267,291,2304,601,20505,52199,29,7359,18067,322,234,2573,86,3450,742,1708,8428,103,14013,2646,68,5016,2081,2723,0,
03-Feb-22,03-02-2022,Confirmed,149574,23,4605,226,1019,655,290,2454,10,0,2668,618,7606,3148,1437,1982,523,16436,42677,22,7430,15252,262,189,2145,70,3629,499,2154,8073,62,11993,2421,62,5240,1618,1916,0,
04-Feb-22,04-02-2022,Confirmed,128121,16,4198,196,739,496,183,2113,4,0,2272,595,6097,2498,816,1429,507,14950,38684,15,6516,13840,277,211,1956,79,2697,431,1281,5937,110,9916,2387,53,3766,1183,1523,0,
05-Feb-22,05-02-2022,Confirmed,107497,13,3396,106,446,442,129,1764,4,0,1604,472,4710,1980,650,1606,449,12009,33538,11,5533,11394,217,123,1777,63,2603,344,974,5602,82,7524,2098,13,3521,844,1345,0,
06-Feb-22,06-02-2022,Confirmed,84974,19,2690,58,256,295,105,976,4,0,1410,282,3897,1544,376,1151,373,8425,26729,18,5171,9666,201,157,1754,34,2106,279,755,4509,69,6120,1217,13,2774,585,835,0,
07-Feb-22,07-02-2022,Confirmed,66028,10,1597,139,557,235,96,1292,2,0,1151,221,2909,1231,714,686,280,6151,22524,25,3945,6436,148,62,658,71,1497,190,634,2298,33,5104,1380,34,2403,624,641,0,
08-Feb-22,08-02-2022,Confirmed,71788,18,1891,105,431,273,85,1300,7,0,1114,469,2502,1303,762,771,264,4452,29471,18,3083,6107,160,158,2224,59,1503,186,489,3411,75,4519,1061,18,1921,772,736,0,
09-Feb-22,09-02-2022,Confirmed,67074,8,1679,90,315,281,123,1219,1,0,1317,259,2560,1489,653,681,318,5339,23253,7,3226,7142,188,125,1806,52,1712,198,665,3728,41,3971,865,24,2056,713,884,0,
10-Feb-22,10-02-2022,Confirmed,58249,7,1345,77,294,247,95,1008,4,0,1104,296,2275,1440,547,547,261,5019,18420,6,2742,6248,172,120,1811,44,1480,162,578,3491,43,3592,767,22,2321,716,817,0,
